high,low,vol,last,buy,sell,open,date,pair,fecha,Precio_Promedio,Volumen_Total,Variacion_Precio
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,5359846699145430,9566954123673020,4613537306191250
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,5403838482683470,6295284821822340,-30770150744170600
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,501074535737209,8986067729029680,22671117789024000
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,49789985980270496,9917777001054770,-4762955172014550
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,5274960450467550,874922492033063,4419945958649480
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,4987303859794320,337886695933935,-2874259997594420
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,50162852549580304,9750504847870730,-5205888085781340
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,4924078255310120,3608908179787320,-4733469823648410
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,5466127359853720,4164770507120160,-5304324756422680
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,51387953190501504,553451289400852,-6577702194169020
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,49731700142937904,8362311431355480,4453448934090810
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,54521132825591,5945033989194460,-3265341938881460
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,50079070824887200,6419637938345580,-6352914612778340
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,51271765656049904,9913415646560490,-4966123777484540
540547.2037367796,505624.5054593992,80.4907212411851,512490.2521326936,514523.8961648836,529038.6258433064,521570.1672011419,2025-03-06 00:29:03,BRLBTC,2025-03-06,5297904682952420,7903820957755820,-4343598503435480
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5485031142981400,421480583401641,-13570387279148200
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,50795736196953600,4644992527437800,-1933340984134130
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5480227761298010,9974753647020350,-27189933268724000
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5497878671883030,9495575208678710,-15668856486686900
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5234862618008170,31759148624310000,-4165916161163410
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5359846699145430,9566954123673020,4613537306191250
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5403838482683470,6295284821822340,-30770150744170600
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,501074535737209,8986067729029680,22671117789024000
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,49789985980270496,9917777001054770,-4762955172014550
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5274960450467550,874922492033063,4419945958649480
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,4987303859794320,337886695933935,-2874259997594420
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,50162852549580304,9750504847870730,-5205888085781340
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,4924078255310120,3608908179787320,-4733469823648410
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5466127359853720,4164770507120160,-5304324756422680
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,51387953190501504,553451289400852,-6577702194169020
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,49731700142937904,8362311431355480,4453448934090810
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,54521132825591,5945033989194460,-3265341938881460
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,50079070824887200,6419637938345580,-6352914612778340
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,51271765656049904,9913415646560490,-4966123777484540
529644.7250271998,480045.622806616,78.4381955844535,515946.5253361823,515921.4808135601,514891.1692150713,498244.3980066849,2025-03-06 02:20:22,BRLBTC,2025-03-06,5297904682952420,7903820957755820,-4343598503435480
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5485031142981400,421480583401641,-13570387279148200
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,50795736196953600,4644992527437800,-1933340984134130
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5480227761298010,9974753647020350,-27189933268724000
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5497878671883030,9495575208678710,-15668856486686900
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5234862618008170,31759148624310000,-4165916161163410
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5359846699145430,9566954123673020,4613537306191250
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5403838482683470,6295284821822340,-30770150744170600
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,501074535737209,8986067729029680,22671117789024000
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,49789985980270496,9917777001054770,-4762955172014550
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5274960450467550,874922492033063,4419945958649480
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,4987303859794320,337886695933935,-2874259997594420
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,50162852549580304,9750504847870730,-5205888085781340
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,4924078255310120,3608908179787320,-4733469823648410
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5466127359853720,4164770507120160,-5304324756422680
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,51387953190501504,553451289400852,-6577702194169020
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,49731700142937904,8362311431355480,4453448934090810
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,54521132825591,5945033989194460,-3265341938881460
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,50079070824887200,6419637938345580,-6352914612778340
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,51271765656049904,9913415646560490,-4966123777484540
510323.254967517,501909.70793046086,25.126339575484334,496959.58725469455,494796.1943235651,524405.0235319458,523047.8489279772,2025-03-06 02:25:13,BRLBTC,2025-03-06,5297904682952420,7903820957755820,-4343598503435480
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5485031142981400,421480583401641,-13570387279148200
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,50795736196953600,4644992527437800,-1933340984134130
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5480227761298010,9974753647020350,-27189933268724000
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5497878671883030,9495575208678710,-15668856486686900
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5234862618008170,31759148624310000,-4165916161163410
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5359846699145430,9566954123673020,4613537306191250
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5403838482683470,6295284821822340,-30770150744170600
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,501074535737209,8986067729029680,22671117789024000
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,49789985980270496,9917777001054770,-4762955172014550
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5274960450467550,874922492033063,4419945958649480
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,4987303859794320,337886695933935,-2874259997594420
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,50162852549580304,9750504847870730,-5205888085781340
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,4924078255310120,3608908179787320,-4733469823648410
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5466127359853720,4164770507120160,-5304324756422680
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,51387953190501504,553451289400852,-6577702194169020
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,49731700142937904,8362311431355480,4453448934090810
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,54521132825591,5945033989194460,-3265341938881460
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,50079070824887200,6419637938345580,-6352914612778340
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,51271765656049904,9913415646560490,-4966123777484540
543780.139306535,482889.0861928074,38.438491892111216,493172.9594332641,529597.3097839949,508330.0662836772,513106.20930184587,2025-03-06 01:22:27,BRLBTC,2025-03-06,5297904682952420,7903820957755820,-4343598503435480
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5485031142981400,421480583401641,-13570387279148200
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,50795736196953600,4644992527437800,-1933340984134130
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5480227761298010,9974753647020350,-27189933268724000
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5497878671883030,9495575208678710,-15668856486686900
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5234862618008170,31759148624310000,-4165916161163410
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5359846699145430,9566954123673020,4613537306191250
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5403838482683470,6295284821822340,-30770150744170600
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,501074535737209,8986067729029680,22671117789024000
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,49789985980270496,9917777001054770,-4762955172014550
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5274960450467550,874922492033063,4419945958649480
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,4987303859794320,337886695933935,-2874259997594420
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,50162852549580304,9750504847870730,-5205888085781340
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,4924078255310120,3608908179787320,-4733469823648410
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,5466127359853720,4164770507120160,-5304324756422680
525512.7997494121,519961.8734921247,92.47258713615842,516862.2048917225,492935.0829548074,502789.1337682415,509031.50101323775,2025-03-06 02:25:44,BRLBTC,2025-03-06,51387953190501504,553451289400852,-6577702194169020
