high,low,vol,last,buy,sell,open,date,pair
534592.6547911174,503787.74355336,15.116917433062522,521092.5746576809,522798.9446619261,517812.7616747939,520678.3247751265,1741229284.0,BRLBTC
512079.0125530421,484115.8221425584,78.19994837368328,511445.89067229314,502368.96727258,512460.16129794053,505714.3008408892,1741229142.0,BRLBTC
521319.7311544006,517983.4219475945,79.49607218373289,520743.8897179391,504886.76890907285,494394.14904534206,498026.51888337976,1741229848.0,BRLBTC
517928.2907982843,496479.99684256257,23.07137412742492,500613.2409402108,527315.7824454771,493930.3178526708,490278.9006058429,1741223906.0,BRLBTC
519379.9248253848,492324.4556814455,88.87967403200038,-10000.0,517738.81327597547,490126.4632816864,507861.5802612102,1741226445.0,BRLBTC
537628.9615359129,516339.2485963215,14.786387924012312,500133.76024104,499799.73842669575,508065.66154036607,522047.7810907642,1741220560.0,BRLBTC
527164.0523176503,508637.13412395,98.39909626495592,494571.29453007097,500763.2612913695,510468.4225718525,511598.0350290684,1741224218.0,BRLBTC
536791.5117850258,499808.511981772,51.23050293765047,512267.8377957391,492566.19121623534,516410.85708569246,502543.0781933383,1741220595.0,BRLBTC
541843.969941998,500561.897682552,55.5781178369886,500055.2642185238,517645.07503121614,500033.656222276,509754.6914996442,1741225943.0,BRLBTC
508765.5855998876,510302.8104412586,22.016877158644625,498208.63714885386,519168.0396024404,error,497972.3728291055,1741227441.0,BRLBTC
500962.2572716344,513009.3298767549,48.59471658971505,514099.09989050566,521689.81174802047,512264.20162058325,505675.8650716124,1741220123.0,BRLBTC
542309.5715332914,489025.08445458015,49.05230113757837,503039.2507231049,507234.1981092719,512732.2927068425,510969.45287151646,1741224738.0,BRLBTC
508488.8129881657,496866.17340348335,41.981480447663166,491847.6605199679,525125.0869315632,491622.83388676296,494138.3746423389,1741227899.0,BRLBTC
500149.02148176025,513066.19596538285,57.3841286051103,511696.18791324936,494189.34823919047,526099.1616618226,492416.4632461016,1741221674.0,BRLBTC
527770.5886936678,504783.9697345173,67.83921409195446,516637.95133513503,521434.0066620476,490006.41692063375,529991.5537352983,1741227988.0,BRLBTC
546825.3218258773,503068.47760199977,21.528425352694327,510199.61799567065,495791.4066527488,514983.42459283286,528863.7259785028,1741222381.0,BRLBTC
544415.1984950829,480203.3243357056,83.68050520469977,529435.3757475527,517264.2569613222,519575.381003112,515700.84357352473,1741229015.0,BRLBTC
506634.6387633567,500995.0435426053,70.38371939479627,511002.6025774983,528845.548689008,500497.2275493859,526329.5691730365,1741224076.0,BRLBTC
546018.5941420128,493560.4293926047,52.32073663548116,494572.36457901896,508012.97963105305,528829.8757043377,503171.03455100185,1741223407.0,BRLBTC
512933.7117903477,481213.3998826358,31.17548553190718,521330.30504129786,495961.0746604022,514985.681703755,522393.0880321329,1741224092.0,BRLBTC
532900.9809624292,500573.8453309452,82.39699246669166,507368.8451259703,501839.370491438,505627.168715557,513392.7733141764,1741220062.0,BRLBTC
516181.5412659126,485132.6205425519,48.07825117380348,504167.3254228526,498836.7134290793,499099.86813061294,496561.6336233354,1741222024.0,BRLBTC
514067.6969311179,496888.67629877833,66.44876590716332,493755.7532306864,500142.4727771948,525962.2800163854,497332.5490018928,1741228066.0,BRLBTC
538655.813269572,512315.243781406,31.384050491245937,514507.4107804403,502049.62648221455,490128.76477482246,498240.7907370828,1741224300.0,BRLBTC
,494423.2156046556,85.9925275001161,519748.0814280696,504278.0146274676,518790.02527084574,493830.2319263248,1741220627.0,BRLBTC
544629.4039079098,517954.5033705289,60.98803899456424,524404.4456190146,528344.8930529399,529332.3275454993,503866.722815337,1741220335.0,BRLBTC
541559.1027034324,514347.9666657714,50.533845012100905,515220.4331691434,507091.913885907,511385.19452660857,492374.6115864684,1741228641.0,BRLBTC
532984.4388421036,506816.9343554013,95.62954568311888,528459.4460421307,490644.313988962,495291.49356464075,508891.7936763451,1741221163.0,BRLBTC
546932.1985647946,507906.5841612196,33.600614888479306,493139.66786155046,518282.6271260992,496637.105758587,501181.5429148465,1741224524.0,BRLBTC
541772.7772628921,492613.41993443976,,519822.5100129577,509656.7329724734,495684.53999387263,520349.0183036797,1741223391.0,BRLBTC
534944.0101540323,518492.3166639483,81.19830180809288,505215.1626173526,500020.57122147735,505829.84327110765,502264.7765003091,1741226903.0,BRLBTC
513159.4809747356,497462.09934865,88.55267197105606,512874.8182260856,519168.9329037183,512268.38707126613,490118.49576491566,1741223748.0,BRLBTC
521411.8193657804,519268.0727873446,87.78444196270229,524206.56270063977,492960.2888551506,506233.6771964228,522359.7064177059,1741223637.0,BRLBTC
531559.7642811058,517449.9148117883,13.64136941801572,524173.3075464752,509630.932904906,499647.04054431967,499146.2573359756,1741222228.0,BRLBTC
522109.52240119135,,43.7018998695398,494819.9705756605,499778.9691745816,525625.6611408563,528491.1562944724,1741227912.0,BRLBTC
527285.8214362896,510590.9265893681,49.20033474178553,497810.53280524287,508724.3322192211,529572.0611481199,501508.2513135708,1741229647.0,BRLBTC
506814.0853955282,483108.0082348656,25.52152152807107,528494.602964518,528043.6588751215,499319.2694438473,494373.3025377202,1741225838.0,BRLBTC
541841.4177330431,503665.8597052626,56.92526999617372,497148.931014936,518383.4905683962,501045.3132112824,525952.6409258217,1741224097.0,BRLBTC
548626.8704564193,505228.33430378704,94.91119055890398,511008.4571929873,507963.3716281894,507021.9737472027,510750.1067065016,1741221662.0,BRLBTC
514531.8986589739,486614.6631746606,21.022604832433192,513696.8194450451,499362.951288437,527293.0800920397,517943.461088002,1741223606.0,
509075.225943088,484457.9360870691,22.33104304372105,525220.7823224564,515400.04171351856,519672.0865746472,521348.5308037434,1741220014.0,BRLBTC
517890.2742279393,481620.2475073659,48.44362966974721,492631.7987479284,520885.706416808,501586.57380541804,525524.7723423886,1741226798.0,BRLBTC
514455.5720892405,495273.05971124273,26.5111486026617,521171.32246429386,517944.32204097335,500621.00756962574,524983.5486207809,1741223582.0,BRLBTC
547774.9742536464,480815.1082241089,76.96137096907245,504307.8808405938,504548.0230751272,523440.21415030886,520208.9156840222,1741225417.0,BRLBTC
521160.9864325378,512705.4932410321,57.18233912312083,496755.5206276235,514345.7094560952,518554.0315963585,524733.1235931132,,BRLBTC
527948.8344042588,515298.2878162082,95.66475638500246,525437.5847119703,525746.8429169627,519555.74278882076,517076.9683458196,1741225085.0,BRLBTC
532024.2131355961,486001.7522698865,91.90761192836892,512443.50441543054,508310.3067947325,524732.0777579935,529592.8576214082,1741227252.0,BRLBTC
515933.4364157729,502323.1811008654,99.93846765303005,497492.3420696594,529244.2287199968,518810.55256718677,514108.1771832564,1741224511.0,BRLBTC
510156.35583368986,514067.90095031547,96.45392155953722,507205.89989470335,499962.4597417341,516582.98159413604,501387.3061470292,1741222650.0,BRLBTC
527952.3828409114,485046.5188475797,5000.0,500355.5639595366,493213.00036064046,511077.95499451616,519986.67206037085,1741225562.0,BRLBTC
526800.982667879,491907.4844506373,44.57559424573071,498913.08893922175,511726.8332164872,527785.2989360408,502766.9307650337,1741229403.0,BRLBTC
523269.911460994,510813.1235506256,18.71838683092522,492387.18309261184,526139.8374884273,501966.0276077752,508854.61109111377,1741226115.0,BRLBTC
511622.3544831114,496701.26681400806,46.05835404949816,516061.2600087712,508615.8266856046,493761.27347971196,496116.0972634647,1741223985.0,BRLBTC
519626.3796162189,508229.61953822384,84.8229343337275,492209.0766625157,512309.7988974692,495467.03080682637,505117.3746552544,1741220517.0,BRLBTC
520882.6290356385,484933.0656581378,50.959772146072005,-10000.0,506873.3167128188,511624.7466626365,506366.8443880302,1741223546.0,BRLBTC
539463.5303283716,490302.26880490605,71.10219590950788,501531.874471145,519052.2106184861,522548.29748456564,507552.9153995707,1741228191.0,BRLBTC
521559.71711896895,480660.8143175474,35.3795497845005,526085.6928926419,495161.4394985836,525613.523099516,511526.446495024,1741220565.0,BRLBTC
547175.0116973112,498364.8173940123,55.4616596035942,521143.58482038096,521962.4701358721,492428.45130557526,497952.0063092045,1741221534.0,BRLBTC
516554.21862353815,497573.7638165901,45.752163354820496,521825.84925018,523136.755245889,497366.72272117366,514653.5900766245,1741225209.0,BRLBTC
505416.3351162135,506671.2145642216,96.43891464006364,528954.1450108087,494079.5370314528,error,492195.0781916927,1741225301.0,BRLBTC
535957.4729677961,497038.5645653735,80.45904818247696,505976.1387200224,498021.6850844168,527965.4215206435,527651.1279292044,1741226079.0,BRLBTC
521559.8636025823,505117.3969705175,31.05875666349604,497173.35552126926,500758.3716086753,526946.050965514,506779.3662986986,1741225020.0,BRLBTC
549585.4118431585,504976.9089392903,16.29560587726818,498960.5096436798,502304.09895230527,515438.63092383055,509990.1737528869,1741225152.0,BRLBTC
539054.7852699148,510612.9759566024,10.370981857679308,504860.5178197889,512664.8382060394,517143.6756900483,510187.29996034224,1741220382.0,BRLBTC
541657.5679678924,490153.5883467218,95.29062682797483,492710.84917180566,507527.9986867915,502616.8444060617,520535.144457669,1741222701.0,BRLBTC
538281.8199167671,496496.08819941984,79.29562012323515,527324.4966086837,510823.2887216122,509258.91395327204,513826.9648282228,1741225176.0,BRLBTC
538547.6761250816,502246.7330314102,50.77991708091711,509807.5095443432,513672.08860089816,503306.1180593313,528247.7960986533,1741223482.0,BRLBTC
512150.88857240987,503290.0102770825,65.41267079033096,521333.6709514906,510368.922286457,500005.7500148082,521567.8066792176,1741227746.0,BRLBTC
502542.0726662623,514802.1485672911,95.39808981685644,522086.82225380384,506318.96081492136,496949.9489129916,501054.05474301777,1741229727.0,BRLBTC
547083.5929697886,513517.4130690501,68.63724121496637,513592.47656421433,529714.4002517405,517373.61976770585,516861.5820248893,1741227174.0,BRLBTC
524570.9589801475,495614.1820385644,61.456464284363534,503519.2264744632,496085.3539444557,501905.53955373634,490734.1729167065,1741222265.0,BRLBTC
514394.6683814812,503984.5673714504,83.62162738366032,514911.0592391946,505980.6975783773,516615.21554242366,506409.9763522289,1741229531.0,BRLBTC
515002.197893914,498521.1600573562,23.26952689058713,526066.6552382642,504892.9653984308,503870.2064648708,497289.2230645076,1741222984.0,BRLBTC
545548.6555304944,511235.6574332752,82.55900953508933,522444.3904678568,494694.3313001375,511830.54298156715,502188.50758458034,1741228746.0,BRLBTC
,490120.7293420338,55.58884091962229,509572.0979949081,518553.9413183448,517902.6464251359,495844.29013811913,1741224441.0,BRLBTC
509164.25273694255,513462.1327729811,53.77751973161698,513755.083171528,521445.7026660006,499230.71239603596,503150.4305142733,1741224815.0,BRLBTC
506687.4103027343,492630.65288001456,77.14117995372192,522502.3116395945,516818.3990550538,502261.5281875789,502387.0123689412,1741228775.0,BRLBTC
540408.3106719485,484039.5273817024,12.35242567950062,523309.18481994985,493317.0720941165,517743.0387797846,522902.20220491535,1741220551.0,BRLBTC
548662.1261120111,499385.0437005514,63.84719255145265,510072.1324811909,515561.1476461273,508429.07866519695,528346.5117682333,1741223798.0,BRLBTC
548891.879735186,504722.661128544,,494925.0352758079,508589.2254076891,517166.3308384739,495952.1200106028,1741220308.0,BRLBTC
525512.7997494121,511809.1974600312,57.13961009129965,515897.6225716109,494456.524681821,501825.4903814063,491893.3249468305,1741229788.0,BRLBTC
525631.9861617336,501406.0213240189,41.80544330304634,519313.0628603924,519741.9668251857,509034.0323490062,512074.9142386564,1741226612.0,BRLBTC
517475.3141205046,510818.7807218243,50.1969160977589,519318.1568471262,500461.6698946981,512246.6756695258,504106.5798186316,1741223193.0,BRLBTC
535011.5023093296,513229.5801598894,98.07423233637036,497780.1656094127,494795.67574470415,512977.81201244134,524803.4989262872,1741227878.0,BRLBTC
539699.9716974873,,27.201715658942604,505890.73836736847,522169.5234668768,495043.4456415461,521580.73589626496,1741224734.0,BRLBTC
546248.5194524596,496163.7126594274,15.555029668468585,508462.20260017447,514360.3640867069,519451.00768119714,507299.5969973734,1741221775.0,BRLBTC
501799.5507690696,493191.503769373,84.55049846374604,522041.8327758847,499878.2857941322,491259.24548326613,497702.72810338,1741224092.0,BRLBTC
526989.5256210464,515578.1038491424,78.75892116880317,499805.12658501766,517068.0367233256,495088.02398621663,506038.0360628759,1741226484.0,BRLBTC
540426.3730573932,511165.807101062,52.28119373861421,523271.1348943661,522262.6811845743,504135.08582967985,523588.0607394234,1741228906.0,BRLBTC
535700.8960279934,494532.29300283786,24.365486679319048,504689.4524422959,504572.4770183418,506496.56251356343,508974.4225314841,1741225462.0,
540082.875334483,501009.12251293135,52.75828851967935,497501.2911322536,516974.7159139259,523490.99225547106,494410.313907427,1741229329.0,BRLBTC
538253.9064813915,505218.0908948718,85.9120381920037,526849.2826568851,513565.2811099827,492243.91791734827,508313.8794992279,1741221737.0,BRLBTC
536069.5016590509,483962.2406077544,79.77373312972813,515707.1758725013,525036.0741508836,502346.49905564485,519108.2295336168,1741226062.0,BRLBTC
524134.9322658597,515568.7624959048,32.47478635945697,493110.31929351646,515642.7994581508,501790.81611870887,502123.4248799231,1741228074.0,BRLBTC
534258.5711852739,517504.3066270754,74.98134405765953,523057.330216893,516249.34297526296,498834.27515233285,499682.0566380384,,BRLBTC
504367.5806959701,482976.2019504358,64.15161678086162,520941.7526777861,528349.9319820693,511742.1329553172,521633.7175324708,1741226606.0,BRLBTC
503066.6498443232,512815.2076144512,39.01586813549012,495947.75999862025,505243.4160455265,493264.4475656651,515159.0821955878,1741228251.0,BRLBTC
544173.9936745327,514592.0368442237,52.71968555962408,501197.8013153629,506519.57975795097,522747.9364869979,519290.5934630362,1741228604.0,BRLBTC
525209.943544183,489295.8133707568,11.169225733831391,515958.05631735816,494979.8209836981,502995.4795684716,500778.33852345153,1741223399.0,BRLBTC
546290.859615793,490924.1542309827,5000.0,499294.0897942255,491004.6331179851,509806.368167202,527374.3858956387,1741228271.0,BRLBTC
505451.9207683327,492277.8121469318,30.02193178448692,503094.5975536661,517893.4919428339,511739.6987211668,526357.4215355535,1741221924.0,BRLBTC
504774.8067236201,513092.45689230494,37.77552491338615,511730.6825338643,509124.5114103388,506378.8849620232,515786.760060185,1741220346.0,BRLBTC
534996.5793265327,491402.5467387348,27.58382426468298,498355.82639182254,506816.4612738003,516996.9681276947,515423.674263334,1741225569.0,BRLBTC
541640.8917919744,506923.4620797738,27.73244836411055,503041.21775512455,512961.3757674389,506752.6008736786,498864.296242141,1741224365.0,BRLBTC
526317.7121574802,505513.08819046506,37.93968599245813,-10000.0,510174.466305631,525792.5687179385,498542.65225402254,1741220910.0,BRLBTC
516337.63612197246,507598.04657501634,84.03031007381968,494461.5809822958,512954.6926103468,509711.9481126228,503116.8515792348,1741220528.0,BRLBTC
515643.8318035592,519113.1215954094,78.37201326648902,510237.21886262135,520114.14942874754,520798.6129491627,490876.64815639553,1741223549.0,BRLBTC
515757.6213523781,493063.0812378036,17.881172524244793,509185.5072472362,513996.2535022056,502889.4706188225,490363.7649852345,1741229008.0,BRLBTC
513656.2786201769,484922.74286230985,47.79890055539381,518986.7391305298,521159.1333674091,506628.3396511229,520336.5222370729,1741226074.0,BRLBTC
501951.8354468925,511527.2466667513,30.33999349865893,497277.82361877104,511668.84703138727,error,520305.9652402175,1741223356.0,BRLBTC
523247.2281288808,517950.435181008,94.31402763793722,513998.2492731528,496849.57075836015,525449.7126435572,492659.8743944645,1741224452.0,BRLBTC
500832.8063563119,490039.6690727061,33.25759347383773,497593.9684019384,501876.0143513889,499593.29464438435,494787.4638893994,1741228269.0,BRLBTC
506640.82697567216,500763.5102567384,31.187067272767628,514597.2551413373,505109.9141786765,520660.9175095522,524549.2499097723,1741221482.0,BRLBTC
549920.2142472372,519898.1164991155,45.966676538391326,500418.7725853596,525928.3085155461,497311.68325302924,515596.1193479089,1741229848.0,BRLBTC
516293.6345552895,505908.547833067,71.28180593193741,495702.5589710558,500863.92758664687,491507.6043289895,495067.097054133,1741222679.0,BRLBTC
506327.5282266508,488111.0932206035,96.08403329684252,512517.4866317083,499986.29800971824,521125.39694266487,496619.8354932799,1741228788.0,BRLBTC
546541.7688085103,492716.31299590686,15.268692708405476,522716.925826184,524811.280569885,514556.26190825313,490144.1489981045,1741227675.0,BRLBTC
507881.9207300253,510163.97328313167,56.01074924831108,517602.065830116,517335.6945483172,504878.5487870003,498480.9036494813,1741228371.0,BRLBTC
513359.1914479486,508126.1449380749,89.73959093025391,513914.8238541047,513871.8336844085,523122.5417075034,495687.798526806,1741222539.0,BRLBTC
535778.3902172426,518596.4545307132,75.64245938984115,514137.425790727,504963.0353898496,507944.3642859191,511656.763891917,1741222874,BRLBTC
534841.698798127,499351.3569765871,82.44889357224277,502082.090089681,509736.51154988876,499668.85261627997,510777.47132998204,1741227879,BRLBTC
524947.8947832489,484023.5678458634,96.28445591494554,519909.65917810844,490835.13891960843,516569.8233205806,490665.0129883331,1741220268,BRLBTC
533486.7858005615,504197.3915946405,85.07327741532659,528100.9163069534,510278.71023074863,523243.9157701293,526435.3069918283,1741228666,BRLBTC
542370.3978363599,506244.44590665516,42.57724386503893,503591.9816150265,490333.80815169826,511030.94864054595,510277.75288389256,1741223758,BRLBTC
,509251.5338167267,35.369019992425685,525767.7143135624,528109.2746037795,507851.44271274627,494561.17781924806,1741224383,BRLBTC
536697.4095623619,499875.0659535797,41.73551929730331,523348.9470854906,509084.0672537745,496782.3858341046,524961.5107545696,1741223793,BRLBTC
542732.2396973197,513979.53651213855,36.45543872905368,508198.02560090635,499678.3006052487,509440.3250745191,527194.6911136733,1741227792,BRLBTC
545059.9897194082,519204.8797708363,85.18669891614,495971.6163967499,492194.5083359807,493312.2214493531,490677.4579677874,1741228859,BRLBTC
501226.3119826881,488336.82449047157,35.521809343675386,526911.0777002933,492424.4342607826,527875.9698544082,510313.07952028303,1741228070,BRLBTC
507248.907905098,497778.91256026155,,507532.487106865,504636.0261632407,516542.606681867,502704.9425520554,1741227244,BRLBTC
519655.2474114175,482650.36636587605,11.216615459457081,504233.5307064689,494757.63768044836,498397.5708032885,529151.6349562469,1741228604,BRLBTC
538151.0120189124,492871.94974993536,61.142834569732074,513538.17584071663,511251.4621963664,517415.93291918986,508274.19261963625,1741227060,BRLBTC
519797.68687087647,504891.7179997464,92.41852272589581,496901.01912819676,496373.7307358749,514990.6089697832,508830.55012620776,1741226517,BRLBTC
524143.55975093576,494415.52281794953,48.26616079393492,496418.24753961555,520312.24494985654,497304.07077163446,529933.9682932368,1741229602,BRLBTC
537170.1082866653,,98.62892707056466,527891.4511921427,514493.77141378145,501198.3440758118,497446.85345335864,1741228243,BRLBTC
541821.1693275108,507107.7273309682,82.93273710555147,514487.9496655795,519943.1138632235,491709.04174029216,507504.1763644855,1741222828,BRLBTC
540395.388394024,518359.96458044637,17.97088584123781,504441.5418518706,518359.65259535983,526292.2219718496,500766.90049284144,1741229583,BRLBTC
536569.456867402,489265.0148170386,56.77816113884952,515253.7664816138,524017.64525531675,501938.6067213243,500444.17690188857,1741227675,BRLBTC
505122.5116189288,517589.43685484864,79.23055847561332,516768.9159198213,519039.9058643619,513634.02690200304,518679.19631784357,1741222954,BRLBTC
525855.7012033907,516066.3854584913,69.43050235295644,495539.4658753053,500398.9718928397,511227.6019854389,511518.1098239969,1741227910,
520638.8976208661,515588.6123160107,14.927087718840905,515397.2897304655,525541.5239831299,492913.632803967,516219.651727851,1741228122,BRLBTC
531598.1971269399,505933.4863108717,34.667367596413825,525853.6349968452,512902.82021559955,523278.6491028215,497906.6966602761,1741222419,BRLBTC
525951.7622137099,517498.0360242714,87.27595816219316,521034.42614403495,529767.5110267646,523043.9667736057,502040.7098606952,1741221411,BRLBTC
538773.9923091463,513145.4679727348,38.39575146298738,503282.5491920948,507820.9238686699,496341.1549533635,498487.02347551973,1741224269,BRLBTC
510369.20464660594,519711.3823331657,70.72865056328064,506376.6372469848,527149.992450334,500204.685072791,522764.55282656976,,BRLBTC
512960.00952973426,484495.57418905257,24.555337786009524,492070.7229526448,524903.654955265,513406.36442669004,525136.2347423846,1741223320,BRLBTC
525852.8108078822,516892.1165351846,49.80895392198746,496948.05387251393,495656.6966486814,518123.99953727843,498856.9086050962,1741228298,BRLBTC
518359.4799434985,509339.3924900951,40.72768494787202,526430.556747997,494813.829855917,520323.19524455623,507992.6978899124,1741224240,BRLBTC
510373.8333021075,506367.54479140637,35.41938705603824,520992.72308371443,494352.21282138163,505970.280312137,516812.23106889444,1741223975,BRLBTC
548506.905324138,489987.1849650412,5000.0,515715.37629834056,520830.7096160901,515984.06604072166,511004.1209511795,1741223029,BRLBTC
518408.7991162068,498422.8225883261,37.39997399408829,511457.4815547901,493940.66510593,492777.635854288,526854.2759348538,1741221803,BRLBTC
512905.02730122616,519739.649558214,47.55999979043501,519161.9110188297,503462.2260595647,529166.8976185105,505438.4341259728,1741228561,BRLBTC
549450.7153866482,488446.20738339756,69.57035282613406,502671.3625101951,512929.2539117062,521512.09965297993,494246.1030666479,1741225371,BRLBTC
530888.6241784428,504362.95718982635,81.56041976965551,505159.5229506126,494585.138711535,515909.7932476535,497933.1940593328,1741229748,BRLBTC
540287.9126929176,500972.243310125,41.70311503190967,-10000.0,494778.67389627354,514611.2940810036,507769.53554734815,1741229759,BRLBTC
524305.2934866667,507907.5895684461,29.681479024448343,513796.5154011009,506552.196677812,525542.706718078,496745.5866984268,1741227953,BRLBTC
520475.023584067,512209.47845445416,35.800162044830515,506529.6390124861,529250.6121185593,502866.68920258887,505603.9374283952,1741225515,BRLBTC
514800.14332978084,484783.83783399855,52.702585131643154,517050.42961629253,529782.2803442496,518732.6773590829,526061.7595875666,1741223941,BRLBTC
517455.8507638687,489042.179030439,17.019395773068307,514185.59018601285,526057.7370611699,491694.6963252793,514139.5804822198,1741226260,BRLBTC
522789.7394684237,492414.61685981264,64.61874705733817,526616.879783049,520441.603176417,error,497370.9832952916,1741224240,BRLBTC
518419.02616631606,488332.06002105464,61.336745067274165,526522.0203526169,497441.9575139698,510109.4715680824,494921.23743915086,1741226664,BRLBTC
509434.7910761417,485463.0979628442,85.78839268901925,526944.5315491986,493895.649360891,505625.9746597242,516124.50830880436,1741221273,BRLBTC
526115.0565560536,486018.6288815068,18.423646789555228,511503.92333698185,499063.2451433304,500936.6361105821,513916.37578971573,1741228458,BRLBTC
544585.1049701887,510044.49568028975,17.407290874552668,510669.29059976473,492738.12843692134,496317.7235784708,522866.4288897253,1741223382,BRLBTC
501479.92915078066,516589.166306773,65.2474076271807,522039.196201323,502694.74532178964,517606.0853133854,517312.75066678756,1741227626,BRLBTC
509144.85911332886,489403.1871129572,47.74260010243785,506008.4569619402,521946.7791002542,509750.5195745859,507359.02626386593,1741220394,BRLBTC
531569.5404983539,494424.5740381443,95.23064897294033,518952.28969346406,524511.1998336305,493144.0719736232,502006.55663696624,1741225552,BRLBTC
512507.51246034843,495546.36119441804,36.96354858990692,508120.4754762035,510869.86058637203,495349.6152764713,510105.7087598902,1741226219,BRLBTC
526618.4362670152,517892.28001070436,17.31523563268979,509228.8408707112,493075.62159238756,505157.48895434686,496700.7432637391,1741227135,BRLBTC
